title;average_rating;book_id;language_code
Feel the Fear . . . and Do It Anyway;4.03;9780345487421;eng
Touch & Feel: Animals Boxed Set;4.04;9780789488770;eng
Today I Feel Silly  Other Moods That Make My Day;4.16;9780060245603;en-US
My First Word Touch and Feel;3.79;9780789479310;eng
When I Feel Angry;3.98;9780807588970;eng
Violet's House: A Giant Touch-and-Feel Book (Baby Einstein);4.0;9780786818723;eng
The White Masai;3.45;9780061131523;eng
The Story of a Seagull and the Cat Who Taught Her to Fly;4.14;9780439401876;eng
Ahora sabréis lo que es correr;3.63;9788439710097;spa
The Burgess Bird Book for Children;4.31;9780486428406;eng
The Burgess Animal Book for Children;4.26;9780486437453;eng
The Adventures of Jimmy Skunk;4.14;9780486280233;eng
The Wanting Seed;3.71;9780393315080;en-US
A Clockwork Orange;3.99;9780141182605;eng
A Clockwork Orange;3.99;9780140274097;eng
Clockwork Orange;3.99;9783453164130;ger
A Clockwork Orange (Stage Play);3.84;9780413735904;eng
One Hand Clapping;3.82;9780786706310;eng
The Doctor is Sick;3.62;9780393316025;eng
Earthly Powers;4.16;9780099468646;eng
Past Mortem;3.75;9780552771238;eng
This Other Eden;3.72;9780552771832;eng
Saint-Exupéry;4.02;9780805079135;eng
Le Petit Prince;4.31;9782070513284;fre
Macbeth;3.9;9780743477109;eng
Macbeth;3.9;9780812035711;eng
Death of a Scriptwriter (Hamish Macbeth  #14);3.79;9780446606981;eng
Death of a Poison Pen (Hamish Macbeth  #19);3.83;9780446614894;en-US
Death of an Outsider (Hamish Macbeth  #3);3.83;9780446614726;eng
Cliffs Notes on Shakespeare's Macbeth;3.59;9780764586026;en-US
Death of an Addict (Hamish Macbeth  #15);3.8;9780446608282;eng
A Year in the Life of William Shakespeare: 1599;4.09;9780060088743;eng
Who Was William Shakespeare?;4.05;9780448439044;eng
Planet of the Apes;3.95;9780517209486;en-US
Planet of the Apes: Colony;3.62;9780060086213;eng
Planet of the Apes  Volume 1: Old Gods;2.62;9781569716687;eng
Planet of the Apes: The Fall;2.92;9780060086206;eng
Return to the Planet of the Apes #2: Escape from Terror Lagoon;3.0;9780345251671;eng
Return to the Planet of the Apes:  Visions from Nowhere;3.33;9780345251220;eng
Planet of the Apes: The Human War;3.28;9781840233803;eng
Battle for the Planet of the Apes;3.66;9780891901631;eng
World War Z: An Oral History of the Zombie War;4.01;9780307346605;eng
The War of the Worlds;3.82;9780375759239;eng
The Second World War: A Complete History;4.2;9780805076233;eng
A Short History of World War II;3.95;9780688085872;eng
The Complete Science Fiction Treasury of H.G. Wells;4.14;9780517052259;eng
Best Science Fiction Stories of H. G. Wells;3.84;9780486215310;eng
The Invisible Man;3.64;9780439574273;eng
The Hound of the Baskervilles;4.11;9780451528018;eng
The Hound of the Baskervilles (Sherlock Holmes  #5);4.11;9789626343340;eng
The Hound of the Baskervilles;4.11;9780763630645;eng
Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics);4.51;9781596792500;en-US
Jamie's Italy;4.01;9781401301958;eng
Jamie's Dinners: The Essential Family Cookbook;4.07;9781401301941;eng
The Lake of Souls (Cirque du Freak #10);4.18;9780316016650;eng
Freak the Mighty (Freak The Mighty  #1);4.01;9780439286060;eng
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players;3.82;9780142002261;eng
Vampire Mountain (Cirque Du Freak  #4);4.16;9780316905749;eng
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1);4.21;9781577780724;eng
Trials of Death (Cirque Du Freak  #5);4.25;9780316000956;eng
Sister Freaks: Stories of Women Who Gave Up Everything for God;4.12;9780446695602;en-US
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories;3.17;9781560258018;eng
Freak Show: Presenting Human Oddities for Amusement and Profit;3.88;9780226063126;eng
Live Like a Jesus Freak: Spend Today as If It Were Your Last;4.06;9781577782087;eng
Freaks!: How to Draw Fantastic Fantasy Creatures;4.06;9780823016624;eng
Jesus Freaks;3.69;9780976249870;eng
Category: Freaks  Vol. 1 (Category: Freaks  #1);3.55;9781588993007;eng
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws;4.03;9781583227206;eng
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems;3.72;9780767916035;eng
I Hope They Serve Beer in Hell (Tucker Max  #1);3.51;9780806527284;eng
Holidays on Ice;3.92;9780316779234;eng
The Long Walk: The True Story of a Trek to Freedom;4.21;9781592289448;eng
The Long Walk;4.11;9780451196712;eng
Long Walk to Freedom: Autobiography of Nelson Mandela;4.33;9781586216887;eng
Navajo Long Walk;3.45;9781879373563;eng
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America;3.99;9780553813531;eng
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America;3.99;9780385602730;eng
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.;4.05;9780394705125;eng
Charles Dickens as a Legal Historian;4.0;9781886363069;eng
The Progressive Historians: Turner  Beard  Parrington (Phoenix Book);3.89;9780226348186;eng
What Did the Constitution Mean to Early Americans? (Historians at Work);3.29;9780312182625;eng
The Historian;3.78;9781415929018;eng
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism;3.93;9781400046843;eng
In a Dry Season (Inspector Banks  #10);4.13;9780380794775;eng
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region;4.3;9780975323113;en-US
In Focus: National Geographic Greatest Portraits;4.24;9780792273639;eng
Portrait Photographer's Handbook;3.62;9781584281405;eng
Portrait in Death (In Death  #16);4.39;9780749934422;en-US
Posing for Portrait Photography: A Head-To-Toe Guide;3.38;9781584281344;eng
Le Portrait de Dorian Gray;4.08;9782266082655;fre
The Portrait of Dorian Gray;4.08;9781842161906;eng
The Picture of Dorian Gray;4.08;9780393955682;eng
The Picture of Dorian Gray;4.08;9780393927542;en-US
The Picture of Dorian Gray;4.08;9780192807298;eng
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh;3.95;9780231121255;eng
Technical Manual and Dictionary of Classical Ballet;4.38;9780486218434;eng
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet;4.35;9780743264075;eng
Ballet Class;3.77;9780486296388;en-US
NYC Ballet Workout;4.01;9780688152024;eng
The Illustrated Book of Ballet Stories (with CD);4.18;9780789460974;eng
Lara's Leap of Faith (The Royal Ballet School Diaries  #2);4.07;9780448435367;eng
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3);4.06;9780448437699;eng
The Barefoot Book Of Ballet Stories;4.21;9781841482644;eng
Boys or Ballet? (Royal Ballet School Diaries  #8);3.92;9780448442518;eng
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New;4.0;9780385033985;en-US
Ballet for Dummies;4.01;9780764525681;eng
Time for Ballet;3.72;9780803729780;eng
Ballet in Western Culture: A History of Its Origins and Evolution;3.53;9780415942577;eng
Angelina's Ballet Class;3.88;9780448440132;eng
San Francisco Ballet at Seventy-Five;4.33;9780811856980;en-US
Ballet and Modern Dance;3.74;9780500203521;eng
Teaching Classical Ballet;4.47;9780813013954;eng
Drat! We're Rats! (Scrambled Legs  #1);3.69;9780970016409;eng
Battle of the Bunheads (Scrambled Legs  #2);3.5;9780970016416;eng
Blubberina (Scrambled Legs  #5);3.29;9780590428880;eng
The Books in My Life;3.81;9780811201087;eng
The Smoke Jumper;4.06;9780440235163;eng
La casa de los espíritus;4.23;9789500717632;spa
Last Chance Saloon;3.81;9780060086244;en-US
Anybody Out There? (Walsh Family  #4);3.92;9780060731304;eng
Watermelon (Walsh Family  #1);3.78;9780099489986;eng
Rachel's Holiday (Walsh Family  #2);3.95;9780060090388;eng
Lucy Sullivan Is Getting Married;3.77;9780060090371;en-US
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story;3.82;9780060787035;eng
No Dress Rehearsal;3.29;9781902602325;eng
Fullmetal Alchemist  Vol. 10;4.6;9781421504612;eng
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5);4.56;9781421501758;eng
The House of the Spirits;4.23;9780552995887;eng
The House of the Spirits;4.23;9781400043187;eng
"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""";0.0;9781932206104;eng
Insights: Talks On The Nature Of Existence;0.0;9781932206081;eng
Palestine: Peace Not Apartheid;3.82;9780743285025;eng
Our Endangered Values: America's Moral Crisis;3.88;9780743285018;eng
An Hour Before Daylight: Memories of a Rural Boyhood;3.91;9780743211994;eng
The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry;3.32;9780895260901;eng
The Virtues of Aging;3.55;9780345425928;eng
Living Faith;3.8;9780812930344;eng
Sharing Good Times;3.47;9780743270687;eng
Until I Find You;3.63;9780345479723;eng
Atlas Shrugged;3.69;9780525948926;eng
Atlas Shrugged;3.69;9780452286368;eng
Atlas Shrugged;3.69;9780451171924;eng
Atlas Shrugged;3.69;9780394415765;en-US
Skinny Legs and All;4.04;9781842430347;eng
Fannie Flagg's Original Whistle Stop Cafe Cookbook;4.19;9780449910283;eng
Free Play: Improvisation in Life and Art;4.14;9780874776317;eng
The Sari Shop;3.44;9780393326901;eng
Confessions of a Shopaholic (Shopaholic  #1);3.64;9780440241416;eng
Shopaholic and Sister (Shopaholic  #4);3.66;9780440241911;eng
Shopaholic Takes Manhattan (Shopaholic  #2);3.76;9780440241812;eng
Shopaholic Ties the Knot (Shopaholic  #3);3.78;9780440241898;eng
Shopaholic & Baby (Shopaholic  #5);3.79;9780385338707;eng
The Secret Dreamworld of a Shopaholic (Shopaholic  #1);3.64;9780552998871;eng
The Story of Chicago May;3.24;9781573223201;en-US
Chicago Stories;3.89;9780252019814;en-US
Chicago Stories: Tales of the City;3.6;9780811839747;eng
The Basic Works of Aristotle;4.24;9780375757990;eng
Fear and Trembling and The Sickness Unto Death;4.1;9780691019628;eng
Selections from Don Quixote - Selecciones de Don Quijote de la Mancha;3.34;9780486406664;mul
The Complete Collected Poems;4.42;9780679428954;eng
Hegel's Phenomenology of Spirit;3.93;9780198245971;eng
Preface to the Phenomenology of Spirit;4.06;9780691120522;eng
Hegel's Phenomenology of Spirit;4.18;9780253209108;eng
Plato: Complete Works;4.35;9780872203495;eng
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave;4.33;9781559343565;eng
Midnight for Charlie Bone (The Children of the Red King  #1);3.82;9780439474290;eng
The Midnight Mystery (The Boxcar Children  #95);3.9;9780807555385;eng
Within a Budding Grove (In Search of Lost Time  #2);4.4;9780375752193;eng
Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation;4.27;9780687002825;eng
A Time to Embrace (Timeless Love  #2);4.35;9781595542328;eng
Devil's Embrace (Devil  #1);3.8;9780451200266;eng
The Book of Embraces;4.3;9780393308556;eng
Experiencing Father's Embrace;4.33;9780768423488;eng
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics;4.21;9780802829665;en-US
Memory's Embrace (Corbins  #3);4.19;9780671737696;eng
Beauty: The Invisible Embrace;4.47;9780060957261;en-US
Embrace;3.8;9780349113005;eng
Saving Fish from Drowning;3.43;9780345464019;eng
Un Lugar Llamado Nada;3.43;9788408067016;spa
Virginia Woolf: An Inner Life;4.15;9780156032292;eng
Measure for Measure;3.68;9780141013800;eng
Henry Adams and the Making of America;3.79;9780618134304;en-US
Persepolis: The Story of a Childhood (Persepolis  #1);4.25;9780375714573;eng
Persepolis 2: The Story of a Return (Persepolis  #2);4.24;9780375714665;eng
Chicken with Plums;3.86;9780375424151;en-US
Embroideries;3.86;9780375714672;eng
The Shadow of the Wind (The Cemetery of Forgotten Books  #1);4.26;9780753820254;eng
Peter and the Shadow Thieves (Peter and the Starcatchers  #2);4.16;9780786837878;eng
Ender's Shadow (The Shadow Series  #1);4.31;9780765342409;eng
Shadow of the Hegemon (The Shadow Series  #2);3.95;9780812565959;eng
Shadow Dance (Buchanan-Renard  #6);4.0;9780345453860;eng
The Shadow Rising (The Wheel of Time  #4);4.24;9780812513738;eng
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party;4.2;9781595550446;en-US
Cast in Shadow (Chronicles of Elantra  #1);3.79;9780373802548;eng
Owning Your Own Shadow: Understanding the Dark Side of the Psyche;4.04;9780062507549;eng
In Praise of Shadows;4.09;9780099283577;eng
Shadow of the Almighty: The Life and Testament of Jim Elliot;4.4;9780060622138;eng
Shadow Game (GhostWalkers  #1);4.12;9780515135961;eng
The Elephant Vanishes;3.86;9780099448754;eng
Sputnik Sweetheart;3.83;9780099448471;eng
Back to Wando Passo;3.25;9780060851897;en-US
Still Life with Woodpecker;4.05;9781842430224;eng
Half Asleep in Frog Pajamas;3.74;9781842430361;eng
Fierce Invalids Home from Hot Climates;4.03;9780553107753;en-US
PanAroma: Jitterbug Perfume;4.25;9783499156717;ger
Ein Platz für Hot Dogs: Another Roadside Attraction;3.98;9783499154294;ger
Halbschlaf im Froschpyjama;3.74;9783499224423;ger
God Bless You  Mr. Rosewater;3.96;9780385333474;eng
Wampeters  Foma and Granfalloons;3.79;9780385333818;en-US
Mother Night;4.22;9780385334143;eng
Galápagos;3.88;9780385333870;eng
Timequake;3.72;9780099267546;eng
Slapstick  or Lonesome No More!;3.87;9780385334235;eng
Like Shaking Hands with God: A Conversation About Writing;3.72;9780743410588;en-US
Palm Sunday: An Autobiographical Collage;3.77;9780385334266;eng
Sun  Moon  Star;3.78;9780060263195;eng
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions;4.36;9780517124369;eng
Bradbury Stories: 100 of His Most Celebrated Tales;4.41;9780060544881;eng
Farewell Summer (Green Town  #3);3.72;9780061131547;eng
Classic Stories 1: The Golden Apples of the Sun/R is for Rocket;4.21;9780553286373;eng
Dandelion Wine;4.09;9780380977260;en-US
The Homecoming;4.08;9780060859626;en-US
Zen in the Art of Writing: Essays on Creativity;4.1;9781877741098;en-US
Switch on the Night;4.13;9780553112443;en-US
The Best of Ray Bradbury;4.07;9780743474764;eng
The Bradbury Chronicles: The Life of Ray Bradbury;4.24;9780060545840;en-US
The Cat's Pajamas;3.73;9780060777333;eng
Essays;4.33;9780375415036;eng
Why I Write;4.03;9780143036357;eng
Homage to Catalonia;4.14;9780156421171;eng
Keep the Aspidistra Flying;3.88;9780141183725;eng
The Orwell Reader: Fiction  Essays  and Reportage;4.38;9780156701761;eng
If on a Winter's Night a Traveler;4.05;9780679420255;eng
Parachutes & Kisses;3.46;9781585425006;eng
Fear of Fifty: A Midlife Memoir;3.55;9781585425242;eng
How to Save Your Own Life: An Isadora Wing Novel;3.6;9781585424993;eng
Any Woman's Blues;3.51;9781585425495;eng
What Do Women Want?: Essays by Erica Jong;3.69;9781585425549;eng
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones;3.79;9780393324358;eng
Serenissima aka Shylock's Daughter;3.29;9780440201045;eng
Dogeaters;3.59;9781559362153;eng
Crescent and Star: Turkey Between Two Worlds;3.84;9780374528669;eng
Love in the Time of Cholera;3.91;9781400034680;eng
El amor en los tiempos del cólera;3.91;9789500703208;spa
Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide;4.24;9780826414755;eng
The Unbearable Lightness of Being;4.1;9780571224388;eng
Obasan;3.64;9780385468862;eng
Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon;4.49;9780765344953;en-US
Speaker for the Dead (Ender's Saga  #2);4.07;9780812532579;eng
The Audacity of Hope: Thoughts on Reclaiming the American Dream;3.75;9780307237699;eng
Mao: The Unknown Story;3.83;9780679746324;eng
The Art of War;4.2;9780976072676;eng
Oracle Bones: A Journey Between China's Past and Present;4.18;9780060826581;eng
Wild Swans: Three Daughters of China;4.26;9780007176151;eng
The Wild Swans;3.67;9780446608473;eng
Women in Love;3.67;9780486424583;eng
Women Who Love Too Much;4.02;9780099474128;eng
Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why;4.09;9780553381412;eng
A Walk in the Woods: Rediscovering America on the Appalachian Trail;4.06;9780767902526;eng
A Walk in the Woods: Rediscovering America on the Appalachian Trail;4.06;9780307279460;eng
A Walk in the Woods (Stickerific);3.5;9780736411035;eng
The Fortress of Solitude;3.88;9780571219353;eng
Fortress of Solitude / The Devil Genghis;3.99;9781932806496;eng
Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight;4.27;9780330261562;eng
Difficult Loves;3.94;9780156260558;en-US
The Nonexistent Knight & The Cloven Viscount;4.03;9780156659758;en-US
The View from Castle Rock;3.68;9781400042821;eng
The View From Castle Rock;3.68;9780771065262;eng
Crossing to Safety;4.16;9780375759314;eng
Oh Rats! The Story of Rats and People;3.77;9780525477624;eng
King Rat (Asian Saga  #4);4.14;9780385333764;eng
Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster;3.51;9780060837167;eng
Julius Knipl  Real Estate Photographer: The Beauty Supply District;4.35;9780375700989;eng
Blind Willow  Sleeping Woman: 24 Stories;3.84;9781400102952;eng
Blind Willow  Sleeping Woman;3.84;9781400044610;eng
The Bookseller of Kabul;3.77;9780316159418;en-US
Jasmine and Stars: Reading More Than Lolita in Tehran;3.63;9780807831090;en-US
Making Globalization Work;3.85;9780393061222;eng
Prep : A Novel;3.38;9780812972351;eng
Tan fuerte  tan cerca;3.98;9788426415165;eng
The Wizard of Oz;4.0;9780851703008;eng
The Ground Beneath Her Feet;3.79;9780312254995;eng
The Moor's Last Sigh;3.93;9780099592419;eng
Los Versos Satánicos;3.71;9788497598361;spa
Dangling Man;3.54;9780140189353;eng
Grimus;3.41;9780812969993;eng
Breakfast at Tiffany's;3.89;9780140274110;eng
Jesus' Son;4.09;9780413772428;eng
Angels;3.72;9780099440833;eng
The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New;4.15;9780060926960;eng
The Stars at Noon;3.58;9780060976101;eng
The Rules of Attraction;3.68;9780679781486;eng
Glamorama;3.46;9780375703843;eng
Less Than Zero;3.58;9780679781493;eng
A Christmas Memory;4.24;9780375837890;eng
In Cold Blood;4.07;9780375507908;eng
The Southern Haunting of Truman Capote;3.9;9781581821369;eng
Summer Crossing;3.44;9780812975932;eng
Answered Prayers;3.49;9780141185934;eng
The Grass Harp  Including A Tree of Night and Other Stories;4.01;9780679745570;eng
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews;4.31;9780962088117;eng
Cruelest Journey: Six Hundred Miles To Timbuktu;3.93;9780792274575;eng
Between Time and Timbuktu or Prometheus-5;3.46;9780385280792;eng
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance;3.72;9781594201080;eng
The Cement Garden;3.54;9780099468387;eng
Atonement;3.9;9780099429791;eng
Gertrud The Great Of Helfta: Spiritual Exercises;3.43;9780879074494;eng
Gertrud;3.85;9783518373903;ger
Der Prozess;3.98;9780805232110;ger
Naokos Lächeln;4.03;9783442730506;ger
The Ruined Map;3.55;9780375726521;eng
The Face of Another;3.78;9780375726538;eng
Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here;3.91;9780231082815;eng
Secret Rendezvous;3.61;9780375726545;eng
Oracle Night;3.78;9780965913225;eng
Eleanor Rigby;3.65;9781582346434;eng
Homo Faber;3.74;9780156421355;eng
Erläuterungen Zu Max Frisch  Homo Faber;3.6;9783804417830;ger
Homo faber: Ein Bericht.;3.74;9783458340447;ger
The Philosophy of Jean-Paul Sartre;3.89;9781400076321;eng
Being and Nothingness;3.96;9780415278485;eng
The Age of Reason;3.98;9780679738954;eng
Die Entdeckung der Langsamkeit;3.95;9783492207003;ger
Youth in Revolt: The Journals of Nick Twisp;4.02;9780385481960;eng
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder;4.1;9780449911419;eng
Sid and Nancy: Love Kills;3.48;9780571145454;eng
Flags of Our Fathers;4.19;9780553384154;eng
Flags of Our Fathers: A Young People's Edition;4.17;9780440229209;eng
A Long Way Down;3.42;9781594481932;eng
Clockwork (Cover to Cover);3.87;9781855496958;eng
Mary Queen of Scots;4.05;9780385311298;eng
Mary Queen of Scots and the Murder of Lord Darnley;4.04;9780712664561;eng
On the Trail of Mary  Queen of Scots;3.25;9780946487509;eng
River of Blue Fire (Otherland  #2);4.02;9780886778446;eng
Mary  Queen of Scots: Queen Without a Country;3.83;9780439194044;eng
Mountain of Black Glass (Otherland  #3);4.05;9780886779061;eng
Mary  Queen of Scots: Pride  Passion and a Kingdom Lost;3.72;9781860645884;eng
Queen of Scots: The True Life of Mary Stuart;3.93;9780618254118;eng
The Last Wife of Henry VIII;3.89;9780312352189;en-US
The Children of Henry VIII;4.05;9780345407863;eng
The Last Days of Henry VIII;4.14;9780060837334;eng
The Autobiography of Henry VIII: With Notes by His Fool  Will Somers;4.26;9780312194390;eng
Henry VIII (Shakespeare  Pelican);3.54;9780140714753;eng
The Memoirs of Cleopatra;4.18;9780330353823;eng
Saint George and the Dragon;4.18;9780316367950;eng
Kiss Me Like a Stranger: My Search for Love and Art;3.9;9780312337070;eng
Wie ich eines schönen Morgens im April das 100%ige Mädchen sah;3.8;9783499222504;ger
The Complete Sherlock Holmes  Volume I;4.49;9781593080341;eng
The Complete Sherlock Holmes  Volume II;4.47;9781593080402;eng
The Last of Her Kind;3.72;9780312425944;eng
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray;3.94;9780449908976;en-US
The Devil's in the Details (A Camilla MacPhee Mystery  #4);4.0;9781894917124;eng
Wigfield: The Can-Do Town That Just May Not;3.58;9781565117723;eng
The SantaLand Diaries and Season's Greetings;4.18;9780822216315;eng
Jenny and the Jaws of Life: Short Stories;3.74;9780312306182;en-US
"Venac sonetnih venaca; Puževa srma";0.0;9788644101277;srp
View With a Grain of Sand: Selected Poems;4.33;9780156002165;eng
View with a Grain of Sand: Selected Poems;4.33;9780571191635;eng
Poems New and Collected;4.43;9780156011464;eng
Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska;4.36;9780691013800;eng
Miracle Fair: Selected Poems;4.42;9780393323856;eng
Jane Eyre;4.12;9780142437209;eng
The Far Pavilions;4.21;9780517333419;eng
Death in Kashmir;3.95;9780312263102;eng
The Sun in the Morning: My Early Years in India and England;4.22;9780312049997;en-US
Death in the Andamans;3.93;9780312252816;eng
Death in Berlin;3.89;9780312263089;eng
The Far Pavilions;4.21;9780312151256;en-US
Enchanted Evening;4.38;9780312265816;eng
Pathologies of Power: Health  Human Rights and the New War on the Poor;4.25;9780520243262;eng
Infections and Inequalities: The Modern Plagues;4.09;9780520229136;eng
Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World;4.21;9780812973013;eng
The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism;3.97;9781570625190;eng
Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics;3.92;9780977795306;eng
The Art of Richard P. Feynman;4.31;9782884490474;en-US
The Early History of God: Yahweh and the Other Deities in Ancient Israel;4.03;9780802839725;eng
Haiti  History  and the Gods;3.95;9780520213685;eng
Acts of God: The Unnatural History of Natural Disaster in America;3.72;9780195309683;eng
The World's Religions;4.07;9780062508119;eng
Introduction to World Religions;3.78;9780800637149;eng
FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression;4.0;9781400054770;eng
Folly and Glory (The Berrybender Narratives  #4);3.87;9780743262729;en-US
The Argumentative Indian: Writings on Indian History  Culture and Identity;3.8;9780312426026;eng
Argumentative Indian: Writings On Indian History Culture And Identity;3.8;9780713996876;eng
Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists;3.67;9781584795421;eng
Dumpy's Valentine;3.31;9780060885731;eng
Mandy;4.24;9780061131622;eng
Giraffes Can't Dance;4.3;9781846162664;eng
The Medici Giraffe and Other Tales of Exotic Animals and Power;3.53;9780316525657;eng
The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation);3.87;9780976882305;eng
Where the Red Fern Grows with Connections;4.37;9780030547744;eng
Summer of the Monkeys;4.03;9780440415800;eng
Dreams from My Father: A Story of Race and Inheritance;3.88;9780307383419;en-US
Doctor Who: Cat's Cradle-Time's Crucible;3.22;9780426203650;eng
Doctor Who: Cat's Cradle-Witch Mark;3.22;9780426203681;eng
Doctor Who: Cat's Cradle-Warhead;3.51;9780426203674;eng
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys;3.66;9781416947400;eng
Do Not Open This Book;3.9;9780439698399;eng
Not Your Mother's Slow Cooker Cookbook;3.78;9781558322455;en-US
Hands Are Not for Hitting (Ages 4-7);4.04;9781575420776;eng
Not So Big House;4.07;9781561583768;eng
Rodinsky's Room;3.85;9781862073296;eng
The Rough Guide to Cuba 3;3.82;9781843534099;eng
Cuba: A New History;4.06;9780300111149;en-GB
Cuba 15;3.45;9780385732338;eng
Cuba (Jake Grafton #7);3.82;9780312971397;eng
The Memory Keeper's Daughter;3.67;9780143037149;eng
Too Far to Go: The Maples Stories;4.02;9780449200162;eng
Far to Go (Margaret Thursday  #2);3.81;9780440424949;eng
The Children on the Top Floor;3.79;9780440412243;en-GB
Desolation Angels;3.93;9781573225052;eng
Healing With Whole Foods: Asian Traditions and Modern Nutrition;4.41;9781556434303;en-US
The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating;4.2;9780140250329;eng
The Discomfort Zone: A Personal Journey;3.4;9781598870541;en-US
The Parrot's Lament  and Other True Tales of Animal Intrigue  Intelligence  and Ingenuity;3.93;9780452280687;eng
Postscript to the Name of the Rose;4.05;9780151731565;eng
El nombre de la rosa;4.12;9788497592581;spa
Baby Names for Dummies;3.32;9780764543401;eng
The Mysterious Flame of Queen Loana;3.35;9780156030434;eng
History of Beauty;3.78;9780847826469;eng
Baudolino;3.74;9780156029063;eng
Travels in Hyperreality;3.89;9780156913218;eng
How to Travel with a Salmon and Other Essays;3.85;9780156001250;eng
A Theory of Semiotics;4.01;9780253202178;eng
Art and Beauty in the Middle Ages;3.99;9780300093049;en-US
Mouse or Rat?: Translation as Negotiation;3.8;9780753817988;eng
The Role of the Reader: Explorations in the Semiotics of Texts;4.06;9780253203182;eng
Libraries;4.28;9783829601863;eng
The Art of War;3.97;9781590302255;eng
"Sun Tzu: The Art of War for Managers; 50 Strategic Rules";3.8;9781580624596;eng
The Art of War;3.97;9781402561016;eng
The Lost Continent:  Travels in Small-town America;3.83;9780552998086;eng
Made in America: An Informal History of the English Language in the United States;3.91;9780380713813;eng
Ulysses;3.73;9780141182803;en-US
The Long-Lost Map (Ulysses Moore #2);4.0;9780439774390;eng
The Wicked Wit of Charles Dickens;3.55;9781854790477;eng
The Three Musketeers;4.07;9781593081485;eng
The Three Musketeers;4.07;9781596009707;eng
The Three Musketeers (Great Illustrated Classics);4.08;9781577658030;eng
The Three Musketeers (The d'Artagnan Romances. #1);4.07;9781853260407;eng
Lisey's Story;3.68;9780743289412;eng
King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains;4.13;9780881507195;eng
King Dork (King Dork  #1);3.56;9780385732918;eng
A Clash of Kings  (A Song of Ice and Fire  #2);4.41;9780553381696;eng
The Colorado Kid;3.32;9780843955842;eng
Stationary Bike;3.54;9780743555616;eng
Everything's Eventual: 14 Dark Tales;3.97;9781416524359;eng
